Name,playerid,Age
Abismael Paulino,sa3009231,#N/A
Jose Peralta,sa3006357,#N/A
Brayan Castillo,sa3006544,#N/A
Rosmer Inojosa,sa3003088,#N/A
Yonson Guerrero,sa3006131,#N/A
Johnfi Liquet,sa3009624,#N/A
Adan Frias,sa3003007,#N/A
Yovanny Cabrera,sa3009640,#N/A
Carlos Mola,sa3006411,#N/A
Troy Watson,sa3007249,25
Odue Civada,sa3009203,#N/A
Osiris Sierra,sa3009215,22
Steven Perez,sa3008362,#N/A
Jesus Chavez,sa3009516,20
Weskendry Espinoza,sa3016046,20
Franklin Corniel,sa3016481,20
Jose Diaz,sa3005709,22
Dakota Davenport,sa3010579,#N/A
Daniel Hammer,sa3011525,24
Darwin Cruz,sa3015978,20
Yerlin Rodriguez,sa3015362,#N/A
Claudio Galva,sa925074,#N/A
Yoniel Ramirez,sa3008131,#N/A
Gerson Calzadilla,sa3016621,19
Royman Blanco,sa3008580,21
Victor Mendez,sa3006160,#N/A
Ulices Campos,sa3015997,20
Diego Navarro,sa3016591,19
Hendry Nunez,sa3006585,22
Alexander Tapia,sa3009779,#N/A
Jonatan Bernal,sa3009271,20
Nolberto Henriquez,sa3011137,22
Orlando Barrios,sa3009598,20
Diomede Sierra,sa3009586,#N/A
Livan Sanchez,sa3004873,#N/A
Mario Perez,sa3010131,#N/A
Bryam Pena,sa3006166,#N/A
Lesther Medrano,sa3016470,19
Rafael Garcia,sa3008702,#N/A
Marvin Brown,sa3009785,#N/A
Cristian Pacheco,sa3005887,#N/A
Jose Gonzalez,sa3009473,20
Luilly Ovalle,sa3005841,#N/A
Jean Correa,sa3008477,#N/A
Jorge Ramirez,sa3009813,24
Wilson Castillo,sa3009239,21
Javier Fuenmayor,sa3015965,19
Franyer Hernandez,sa3008372,21
Kristian Cardozo,sa3014706,19
Oscar Castaneda,sa3009601,#N/A
Luis Paulino,sa3005846,24
Jose Ramirez,sa3006702,21
Jorge Ramos,sa3009524,20
Angel Bastardo,sa3009716,20
Jeremy Peguero,sa3015429,20
Ferrol Heredia,sa3002978,#N/A
Miguel Gomez,sa3009527,20
Juan Encarnacion,sa3008697,21
Lisandro Marin,sa3009512,#N/A
Samuel Mejia,sa3016475,20
Starlin Santos,sa3016490,20
Israel Puello,sa3006113,#N/A
Fernando Calderon,sa919971,#N/A
Edinso Aleman,sa3006558,#N/A
Christian Suarez,sa3009222,#N/A
Jose Valdez,sa3009520,#N/A
Andrew Samuelson,sa3010822,23
Gilberto Sosa,sa3009531,#N/A
Soenni Martinez,sa3009605,21
Francisco Hodge,sa3006155,#N/A
Carlos Perez,sa3006174,20
Neyker Ibarra,sa3009590,20
Yostin Villalobos,sa3010793,#N/A
Cristian Acosta,sa3006144,#N/A
Filyer Sanchez,sa872848,#N/A
Kelvin Moncion,sa3005461,#N/A
Rovaldis Cabrera,sa3002992,#N/A
Edgardo Ibarra,sa3015348,19
Railin Perez,sa3009622,20
Nathan Pawelczyk,sa1169852,#N/A
Tyree Thompson,sa918618,25
Arielbi Gonzalez,sa3016800,19
Ricardo Leon,sa3007601,21
Luis Crisostomo,sa3009617,#N/A
Jacob Sweeney,sa3011134,22
Damian Mendoza,sa3005430,#N/A
Santiago Elizondo,sa3005827,#N/A
Eduard Monroy,sa3011243,20
Keiber Arredondo,sa3002954,#N/A
Juan Vargas,sa3009737,21
Juan Vazquez,sa3003072,#N/A
Rolfy Vargas,sa3006499,#N/A
Horacio Andujar,sa3010370,#N/A
Abel Moya,sa3007603,21
Yoelvis Reyes,sa3006542,22
Patrick McGuff,sa918916,#N/A
Anthony Molina,sa3009727,20
Johan Otanez,sa3009782,20
Kacey Murphy,sa3008325,#N/A
Wanly Perez,sa3006396,#N/A
Miguel Mendez,sa3015506,19
Igor Kimura,sa3008530,23
Luis Almonte,sa3009525,22
Pedro Moreno,sa3006114,#N/A
Richi Vasquez,sa3006382,#N/A
Rafmar Medina,sa3009783,22
Leonard Garcia,sa3015156,#N/A
Shane Drohan,sa3014447,23
Reidis Sena,sa3009626,21
Martin Herrera,sa3007725,21
Leony Rosario,sa3006413,#N/A
Oswald Medina,sa3015928,20
Elian Almanzar,sa3011678,#N/A
Victor Rodriguez,sa3009780,#N/A
Yujanyer Herrera,sa3015370,#N/A
Yohan Crispin,sa3015482,20
Hamilton Andujar,sa3009223,#N/A
Jose Natera,sa3003031,#N/A
Dante Mendoza,sa3005361,23
Jose Gonzalez,sa3015415,20
Benito Garcia,sa3005891,22
Mario Garcia,sa3005443,23
Karlos Morales,sa3005285,#N/A
Brad Bonnenfant,sa3010316,#N/A
Miguel Alfonseca,sa3009753,22
Roberto Garza,sa3009481,#N/A
Yonathan Matos,sa3002997,#N/A
Jose Corniell,sa3015213,#N/A
Andres Ortuno,sa3009211,20
Milleran Cedano,sa3015469,19
Jhonfran Escalona,sa3003152,#N/A
Wilker Reyes,sa3009477,20
Emmanuel Quinones,sa3005819,23
Abdiel Medina,sa3009206,#N/A
Ramon Guzman,sa3003079,#N/A
Jordano Perez,sa3008690,21
Yeury Tatiz,sa3005812,#N/A
Pedro Reyes,sa3015994,19
Jeffry Reynoso,sa3009744,20
Stalyn Sanchez,sa3008456,21
Moises Diaz,sa3005464,21
Manuel Avila,sa3009611,#N/A
Junior Castillo,sa3016522,19
Luis Ramos,sa3006161,#N/A
Francis Rivera,sa3009217,21
Alan Ramirez,sa3010324,22
Jan Pena,sa3016236,22
Cristofer Adames,sa3009236,#N/A
Stiward Aquino,sa3002911,#N/A
Jesus Rodriguez,sa3016281,18
Jacob Gilliland,sa3007994,#N/A
Peniel Mena,sa3009260,21
Luis Nunez,sa3009715,#N/A
Dominic DiSabatino,sa918417,#N/A
Claudio Ochoa,sa3009210,#N/A
Jeremi Rodriguez,sa3009721,#N/A
Fernando Chacon,sa3009489,#N/A
Deretd Parra,sa3011624,22
Harold Galindo,sa3007961,#N/A
Samuel Perez,sa3008176,22
Darvin Garcia,sa3011716,23
Dannysmel Tavarez,sa3003161,#N/A
Dikember Sanchez,sa3016033,18
Hector Acosta,sa3003002,#N/A
Yeison Santos,sa3006498,#N/A
Oscar Valenzuela,sa3007847,#N/A
Erick Perez,sa3002968,#N/A
Juanfer Castro,sa3008712,#N/A
Darwyn Zambrano,sa3010373,21
Emerson Talavera,sa3016005,19
Luis Candelo,sa3005815,#N/A
Vladimir Davila,sa3016585,19
Eliander Alcalde,sa3016519,18
Yendy Gomez,sa3016287,18
Dionicio Jimenez,sa3006072,21
Juan Peralta,sa3011067,19
Igor Avila,sa3009221,#N/A
Felix Ramires,sa3005828,#N/A
Tyler Benninghoff,sa918219,#N/A
Kevin Rodriguez,sa3008683,21
Edwin Rojas,sa3006372,#N/A
Wilmer Jimenez,sa3003052,#N/A
Yordy Guaba,sa3006616,#N/A
Estibenzon Jimenez,sa3015983,20
Yeudry Manzanillo,sa917769,#N/A
Heisell Baro,sa3009225,#N/A
Rolando Sirit,sa3010245,20
Johan Figuereo,sa3016525,22
Osiris Santana,sa3009738,20
Jesus Jimenez,sa3016266,19
Aldor Rodriguez,sa918039,#N/A
Diarlin Jimenez,sa3003091,#N/A
Angel Vargas,sa3011855,20
Yosmel Naranjo,sa3005894,#N/A
Luis Talavera,sa3009212,20
Fabricio Reina,sa3003143,22
Carlos Velez,sa3006371,23
Ronaldo Guzman,sa3009621,#N/A
Hector Lopez,sa3010803,20
Adrian Gonzalez,sa3009619,21
Ronni Montero,sa3009789,20
Joseph Lienhard,sa3011623,#N/A
Cristhian Tortosa,sa920454,23
Ray Castro,sa918014,#N/A
Eli Moron,sa3008689,#N/A
Wellington Nunez,sa3006642,#N/A
Austin Manning,sa3011188,#N/A
Samuel Dario,sa3015388,#N/A
Jhonny Duran,sa3009232,22
Jeremy Molero,sa3006110,22
Gustavo Andujar,sa3007863,22
Luis Garcia,sa3002983,#N/A
Andy Santana,sa3002957,22
Jordan Jones,sa3009984,24
Randel Clemente,sa3016003,20
Sergio Sanchez,sa3006419,21
Yamil Castillo,sa3008549,#N/A
Martin Zamora,sa3009501,20
Darlin Alcantara,sa3011436,20
Jonathan Almonte,sa3008275,21
Efren Diaz,sa3008686,20
Jeffri Ocando,sa923379,#N/A
Kelvin De Los Santos,sa3002974,#N/A
Marcos Reyes,sa3006148,#N/A
Martin Rodriguez,sa3007808,#N/A
Felix Polanco,sa3008709,22
Luis Castillo,sa3009474,19
Pedro Cordero,sa3009595,20
Israel Mateo,sa3015976,20
Sergio Sanchez,sa3009735,21
Johangel Ramirez,sa3009587,20
Victor Villanueva,sa3008137,21
Andrew Miller,sa3008557,#N/A
Daury Cabrera,sa3005706,21
Osvaldo De La Rosa,sa3005460,24
Erasmo Moreno,sa3009248,20
Donavin Buck,sa3011202,#N/A
Abraham Calzadilla,sa3011808,#N/A
Emmy Morel,sa3006171,#N/A
Brayner Sanchez,sa3011366,21
Kelvin Feliz,sa3006500,#N/A
Robert Cruz,sa3006390,22
Manuel De La Rosa,sa3005830,23
Fray Morelo,sa3009815,20
Luciano De La Cruz,sa3002618,#N/A
Jose Gonzalez,sa3009606,20
Joel Benitez,sa3008733,21
Vladimir Nunez,sa3010004,#N/A
Christian Fernandez,sa917688,#N/A
Miguel Padilla,sa3009740,20
Augusto Calderon,sa3006406,21
Harold Melenge,sa3009747,20
Yonatan Pineda,sa3015471,20
Juan Castillo,sa873541,#N/A
Samuel Valerio,sa3009220,#N/A
Axel Acevedo,sa3005833,#N/A
Luis Mendoza,sa3008696,20
Junior Almonte,sa3005459,#N/A
Edgar Castro,sa3008717,20
David Morillo,sa3009610,#N/A
Miguel Cordones,sa3009493,22
Angel Brito,sa3009751,#N/A
Willian Suarez,sa916841,#N/A
Jing-Yu Chang,sa3009989,#N/A
Darrien Williams,sa3007605,#N/A
Dangiover Gonzalez,sa3009728,20
Juan Soto,sa3016025,19
Brayan Ramirez,sa3011439,20
Luis Sanchez,sa3015219,19
Miguel Lar,sa3005453,#N/A
Yan Lara,sa3010807,22
Olmandi Diaz,sa3016484,19
Alexander Smith,sa1170347,#N/A
Gabriel Jackson,sa3009463,20
Jared Horn,sa3011233,#N/A
Carlos Vargas,sa3007467,#N/A
Albert Breton,sa3009995,21
Jesus Rojas,sa3009627,20
William Miranda,sa3009268,21
Marwin Ramirez,sa3010372,21
Tyson Messer,sa3010114,25
Jose Appleton,sa873450,24
Johan Lopez,sa3005705,#N/A
Luis Rodriguez,sa3006397,#N/A
Natanael Garabitos,sa3011099,#N/A
Alexuan Vega,sa3008334,#N/A
Jose Mercedes,sa3008681,22
Alexis Cedano,sa3006641,#N/A
Maximiguel Rudecindo,sa3009513,#N/A
Adrian Solano,sa3006488,#N/A
Daniel Gonzalez,sa3009482,#N/A
Yoldi Pimentel,sa3009510,21
Darlin Saladin,sa3015949,19
Gabriel Rodriguez,sa3016784,19
Stiven Montilla,sa3006514,#N/A
Kelvin LaRoche,sa3010795,22
Juan Martinez,sa3009219,21
Jose Nodal,sa3009754,19
Dahan Batista,sa3009261,22
Carlos Leandro,sa3005831,#N/A
Yeankarlos Lleras,sa3007904,21
Alexander Beltre,sa3015444,19
Jesus Cruz,sa3008699,21
Rafael Feliz,sa3008358,21
Cristian Brioso,sa3010386,21
Jose Ballista,sa3006497,#N/A
Brady Cox,sa3004152,#N/A
Adrian Rodriguez,sa3011577,21
Axel Rosario,sa3010002,22
Frailyn Sanchez,sa3009722,21
Robinson Parra,sa3007604,23
Maximo Cortes,sa3002963,22
Julio Bonilla,sa3011372,21
Osvaldo Morel,sa3009585,21
Edmar Gonzalez,sa3005896,#N/A
Angel Valencia,sa3009218,20
Kelvin Bender,sa3010839,#N/A
Jared Kelley,sa3014471,20
Juan Polanco,sa3009719,#N/A
Giovahniey German,sa3007843,21
Frederic Garcia,sa3006575,21
Mauricio Bascunan,sa3009461,#N/A
Jose Peraza,sa3009594,20
Lisander Brito,sa3008704,19
Zachary Hammer,sa3008564,#N/A
Robinson Montero,sa3006555,#N/A
Emmanuel Duran,sa3005837,#N/A
Aldemar Rivas,sa3002674,#N/A
Antonio Villalba,sa3005884,#N/A
Enmanuel Pio,sa3008490,22
Jean Cabrera,sa3015433,20
Edward Sosa,sa3009273,#N/A
Develson Aria,sa3008726,21
Allan Beltre,sa3006356,#N/A
Denverick Martines,sa3009849,21
Alfredo Raciel,sa3009505,22
Gleiber Morales,sa3015991,19
Stanley Encarnacion,sa3011868,20
Cristhian Nunez,sa3009759,21
Miguel Toribio,sa3009480,20
Williams Valencia,sa3003097,21
Wilmer Fenelon,sa3006976,21
Over Galue,sa3008533,20
Nicholas Johnson,sa3006773,#N/A
Douglas Mijares,sa3011817,22
Frankelvin Vidal,sa3009465,20
Francis Mercedes,sa3009850,22
Fran Castro,sa3010675,21
Tyler Statler,sa3011537,20
Kleiber Carreno,sa3002953,#N/A
Carlos Telleria,sa3008684,#N/A
Jhon Vergara,sa3006420,#N/A
Martin Buitimea,sa921661,#N/A
Sean Thompson,sa3007595,#N/A
Johan Montero,sa3009488,22
Adauri Vicente,sa3008473,21
Raynalf Ruiz,sa3009634,21
Eddy Alcantara,sa3008730,22
Andy Maldonado,sa3009607,19
Christian Sumoza,sa3006591,21
Javier Vasquez,sa3005873,#N/A
Adrian Mendez,sa3009726,20
Alejandro Lugo,sa3009253,19
Andres Falcon,sa3006632,#N/A
Kevin Solano,sa3009245,20
Jose Viola,sa3011641,21
Danny Subero,sa3010792,20
Pedro King,sa3006158,#N/A
Samuel Vasquez,sa3005849,#N/A
Luis Marine,sa3006389,21
Felix Cepeda,sa3005445,21
Fausto Pediet,sa3009517,21
Jesus Rosillo,sa3005842,22
Marco Prieto,sa3011144,#N/A
Nyan Hernandez,sa3009475,20
Endry Manrique,sa3006393,#N/A
Eiker Huizi,sa3007842,21
Leandro Mendez,sa3002994,#N/A
Aneudy Cortorreal,sa3009242,22
Miguel Diaz,sa3006972,20
Daniel Gonzalez,sa3015957,20
Ramon Carrasco,sa3011787,#N/A
Jerald Cabrera,sa3006388,20
Gregori Segovia,sa3006067,22
Eduar Pimentel,sa3009814,21
Luis Baez,sa3006137,#N/A
Frankelyn Feliz,sa3008735,#N/A
Domingo Mejia,sa3016622,20
Elbis Afanador,sa3005699,#N/A
Orlando Fulgencio,sa3010810,21
Oscar Pierret,sa3010806,21
Jonathan Rivas,sa3008685,20
Jean Lucas,sa3005431,#N/A
Jason Morgan,sa3009920,#N/A
Daniele Di Monte,sa3011340,20
Christian Sosa,sa3008722,21
Christopher Machamer,sa3008326,#N/A
Christian Paulino,sa3009597,20
Janer Feliciano,sa3008698,20
Fernando Guanare,sa3015496,19
Joel Valdez,sa3011397,22
Oriel Castro,sa3008264,21
Juan Polo,sa3008721,#N/A
Joel Diaz,sa3015500,18
Jose Ramirez,sa3007232,#N/A
Harif Frias,sa3010251,21
David Flores,sa3008433,21
Denny Larrondo,sa3010654,20
Melvin Arteaga,sa3009511,#N/A
Yoel Diaz,sa917049,#N/A
Edward Paredes,sa916948,23
Danifer Diaz,sa3009618,#N/A
Daniel Figueroa,sa3007900,#N/A
Alberto Pacheco,sa3015421,19
Leonardo Pestana,sa3005456,23
Faysel Gregorio,sa3009468,20
Freddery Paulino,sa3005881,#N/A
Elchero Francisca,sa3016054,19
Jorge Remon,sa3005441,#N/A
Bejardi Meza,sa3009228,21
Cesari Moreno,sa3009718,20
Austin Morales,sa3003003,#N/A
Julio Puello,sa3005634,#N/A
Fernando Ortega,sa3009459,20
Jayson Schroeder,sa3008356,22
Carlos Reyes,sa3009464,20
Darling Grullon,sa3009500,#N/A
Rayner Castillo,sa3015487,18
Francisco Benitez,sa3006071,21
Wilfri Figuereo,sa3011586,#N/A
Francisco Jimenez,sa3006517,23
Luis Velasquez,sa3010135,20
Thomas Hart,sa3011221,21
Samuel Cruz,sa3009741,20
Wilkin Valdez,sa3009630,20
Nelson Cuevas,sa3009526,21
Sebastian Olivero,sa3009522,20
Nichollas Silva,sa3010120,#N/A
Frandy Cuevas,sa3009777,20
Felipito Santos,sa3010805,22
Andres Castro,sa3009490,21
Cesar Alvarez,sa3015418,19
Joel Jimenez,sa3009532,21
Jose Catano,sa3011683,21
Nelcido Ramos,sa3009263,#N/A
Marc Civit,sa3009476,20
Euclides Lopez,sa3005860,#N/A
Yonaiker Garcia,sa3008437,21
Yaqui Rivera,sa3015504,18
Starling Perez,sa3009827,21
Maicor Leon,sa3006602,21
Joalbert Angulo,sa3009712,20
Anderson Feliz,sa3011734,20
Jose Gomez,sa917974,#N/A
Andrew Dalquist,sa3011841,21
Jedixson Paez,sa3016264,18
Enrique Yeguez,sa3008170,#N/A
Luis Valenzuela,sa3011345,20
Benjamin Arias,sa3008724,20
Jesus Rondon,sa3005704,#N/A
Oliver Lopez,sa3009249,20
Giussepe Velasquez,sa3016463,19
Luis Peguero,sa3005354,22
Francis Hernandez,sa3016223,20
Andriu Marin,sa872815,#N/A
Nestor Lorant,sa3011640,20
Tomas Cleto,sa3016009,21
Hancel Rincon,sa3009629,20
Miguel Mora,sa3015985,20
Josias De Los Santos,sa3006508,22
David Marcano,sa3006377,#N/A
Yonael Dominguez,sa3009750,20
Henry Gomez,sa3009993,20
Carlos Carreno,sa917564,#N/A
Cristopher Valdez,sa3009748,#N/A
Abel Brito,sa3015458,21
Luis Martinez,sa3010247,#N/A
Yorman Gomez,sa3015931,19
Patricio Aquino,sa3016510,19
Ricardo Estrada,sa3016017,20
Yordanny Monegro,sa3015476,19
Brayan Mendoza,sa3015477,18
Rolfi Jimenez,sa3016471,19
Jesus Gomez,sa3006409,#N/A
Henry Lalane,sa3016066,18
Elkyn Chirinos,sa3011775,21
Wilmer Ortega,sa3009788,21
Omar Hernandez,sa3016060,18
Jose Ruviera,sa3010804,20
Adolfo Bauza,sa3006384,21
Randy Beriguete,sa3016199,19
Felipe Mezquita,sa3009241,#N/A
Niklas Rimmel,sa3008426,22
Andy Hernandez,sa3006509,#N/A
Wuilliam Hernandez,sa3009609,#N/A
Jean Reyes,sa3016508,18
Kenyi Perez,sa3016008,20
Wilton Perez,sa3009207,#N/A
Jared Albir,sa3016263,19
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
,,#N/A
